index,aria-level,title,id,href,parent,l0_id,l1_id,l2_id,l3_id,l4_id,l5_id,l6_id,l7_id,l0_title,l1_title,l2_title,l3_title,l4_title,l5_title,l6_title,l7_title,url,text
0,0,Sales Cloud Basics,sales_core_leaf,/s/articleView?id=sf.sales_core.htm&language=en_US&type=5,,sales_core_leaf,,,,,,,,Sales Cloud Basics,,,,,,,,https://help.salesforce.com/s/articleView?id=sf.sales_core.htm&language=en_US&type=5,"Sales Cloud Basics The Sales Cloud provides everything you need to manage your business. Generate the best leads, manage opportunities through the sales pipleline, and cultivate relationships with exisiting accounts. Plus, forecast revenues, set up sales territories, and organize your reps into selling teams. Note For usage restrictions that apply to this product, see this document . Learn About, Implement, and Optimize Sales Cloud Features Sales Cloud provides everything for the sales side of your business. Get started configuring Salesforce so your sales teams can generate the best leads, manage opportunities through the sales pipeline, and cultivate relationships with accounts. Plus, help your sales leaders forecast incoming revenue and manage sales territories. See an Overview of Metrics, Goals, Suggestions, Tasks, and Activities in Seller Home Sales team members can start their day with a bird’s eye view of their business. Seller Home shows users an overview of their opportunities, accounts, leads, and contacts, along with their day’s agenda. Seller Home also lets users set goals and track progress and view their to-do items, recent records, and contact suggestions from Einstein. Organize and Find Records Easily with Personal Labels Apply your own labels to records to help you organize, track, and find the records you need quickly and easily. Add labels to records related to a region, project, campaign, or anything else that helps keep work organized. Labels that you add to records are separate from labels added to To Do List items. Capture ROI with Campaigns Organize and track your marketing efforts with Salesforce campaigns. When you align your campaign structure to your business processes and strategies, you can report ongoing marketing performance and ROI across activities and segments. Turn Opportunities into Deals Move opportunities through the sales process, and track exactly what you're selling and for how much. Manage Accounts and Contacts Track the people and companies you do business with. Store information, collaborate on accounts, access the records you need. Showing Customers and Prospects on a Map Let your reps identify customers and prospects on a map. That way, your reps can better plan their routes with fewer miles and set up appointments with fewer gaps in their schedules using Salesforce Maps Lite. Manage a Sales Team Forecast sales based on your opportunity pipeline, set up sales territories, and organize reps into selling teams. Split revenue and credit for deals even if you use multiple currencies. Use Path and WDC to help reps follow your business process and increase performance. Artificial Intelligence and Sales Cloud AI makes the sales process smarter at every step. Salesfore’s AI technology—Einstein—automates data entry and predictive analysis so you can make every selling moment count. Digital Engagement for Sales Cloud Sales reps who use the Lightning Sales Console can use digital channels to stay in touch with prospects. Digital channels include multiple types of messaging apps and chat. Plus, Omni-Channel lets sales managers route communications to the right sales team. Sales Engagement users can use digital channels from the workflow queue. Learn about the digital channels that are available for the Sales Console. Contact and Lead Imports If you have permission to import data, you can import up to 50,000 contacts and leads at a time using a CSV file and a simplified import flow. If you have access to the Data Import Wizard, or are part of an Einstein Activity Capture configuration that allows contact syncing, you can choose the method you want to use at the time of import. More Sales Features Locate documentation for earlier versions of features we've upgraded. Resources for the Sales Professional In addition to Salesforce Help, Salesforce creates guides and tip sheets to help you learn about our features and successfully administer Salesforce. "
1,1,"Learn About, Implement, and Optimize Sales Cloud Features",sales_core_basics_leaf,/s/articleView?id=sf.sales_core_basics.htm&language=en_US&type=5,sales_core_leaf,sales_core_leaf,sales_core_basics_leaf,,,,,,,Sales Cloud Basics,"Learn About, Implement, and Optimize Sales Cloud Features",,,,,,,https://help.salesforce.com/s/articleView?id=sf.sales_core_basics.htm&language=en_US&type=5,"Learn About, Implement, and Optimize Sales Cloud Features Sales Cloud provides everything for the sales side of your business. Get started configuring Salesforce so your sales teams can generate the best leads, manage opportunities through the sales pipeline, and cultivate relationships with accounts. Plus, help your sales leaders forecast incoming revenue and manage sales territories. All Expert Coaching Sessions and resources indicated with an asterisk (*) require a Premier Success Plan or higher. Set Your Team Up for Success Explore Capabilities & Use Cases Video: Lightning Experience: Take It for a Spin Trailhead: Sales Cloud Basics Gauge Implementation Readiness Plan Your Rollout Video: Define Your Sales Processes Webinar: Guided Onboarding for Sales Cloud* Trailblazer Community: Sales Cloud Getting Started Manage Changes Trailhead: Sales Cloud Rollout Strategy Trailhead: Sales Operations Use Case and Best Practices Salesforce Blog: Build Your Admin Skills: User Management, Communication, and Change Management Implement It Right the First Time Set Up and Configure Set Up and Maintain Your Salesforce Org Video: Data Visibility and Access Trailhead: Sales Cloud Configuration Basics Expert Coaching Session: Admin Fast Start Manage Accounts and Contacts Expert Coaching Session: Considerations for Accounts & Contacts Expert Coaching Session: How to Manage Leads Opportunities Expert Coaching Session: How to Set Up and Keep Track of Opportunities Email and Calendar Integrations Design Reports & Dashboards Reports and Dashboards Expert Coaching Session: Design Reports and Dashboards Trailhead: Reports & Dashboards for Lightning Experience Trailhead Academy: Reporting Fundamentals* Plan for Go Live Trailhead: User Management Manage Users Passwords Trailhead: Salesforce Adoption Strategies Get the Most from Sales Cloud Train and Enable Users Trailhead: User Training and Enablement Trailhead: Lightning Experience for Salesforce Classic Users Improve and Customize Expert Coaching Session: Salesforce Maturity Assessment Get to Know Salesforce Campaigns Salesforce Forecasting Enterprise Territory Management Expert Coaching Session: Get the Most Out of Enterprise Territory Management Trailhead: Salesforce Mobile App Basics Measure and Optimize System Performance Expert Coaching Session: Health Check Keep Learning Explore more in Salesforce Help. Sales Cloud Basics Drive successful outcomes with Salesforce resources. Salesforce Release in a Box Video: How to Get Help in the Trailblazer Community Trailblazer Community: Sales Cloud Best Practices Webinar: Sales Cloud Ask an Expert * "
2,1,"See an Overview of Metrics, Goals, Suggestions, Tasks, and Activities in Seller Home",sales_core_seller_home_leaf,/s/articleView?id=sf.sales_core_seller_home.htm&language=en_US&type=5,sales_core_leaf,sales_core_leaf,sales_core_seller_home_leaf,,,,,,,Sales Cloud Basics,"See an Overview of Metrics, Goals, Suggestions, Tasks, and Activities in Seller Home",,,,,,,https://help.salesforce.com/s/articleView?id=sf.sales_core_seller_home.htm&language=en_US&type=5,"See an Overview of Metrics, Goals, Suggestions, Tasks, and Activities in Seller Home Sales team members can start their day with a bird’s eye view of their business. Seller Home shows users an overview of their opportunities, accounts, leads, and contacts, along with their day’s agenda. Seller Home also lets users set goals and track progress and view their to-do items, recent records, and contact suggestions from Einstein. Available in: Developer, Enterprise, Professional, Unlimited editions With useful information available at a glance, sales reps can get oriented faster and choose what to do next. Seller Home includes: Opportunity overview Account overview Lead overview Contact overview Weekly or monthly goals Today's Events To-do items Recent Records Contact suggestions—identified by Einstein from a user’s emails and events Seller Home is the default Home page for the Sales, Sales Console, and Sales Engagement apps. It appears automatically if you haven’t applied a custom home page to these apps or as your org-wide default. If you’ve customized these pages, you can manually enable Seller Home on the Home page in Setup. "
3,1,Organize and Find Records Easily with Personal Labels,sales_core_record_labels_leaf,/s/articleView?id=sf.sales_core_record_labels.htm&language=en_US&type=5,sales_core_leaf,sales_core_leaf,sales_core_record_labels_leaf,,,,,,,Sales Cloud Basics,Organize and Find Records Easily with Personal Labels,,,,,,,https://help.salesforce.com/s/articleView?id=sf.sales_core_record_labels.htm&language=en_US&type=5,"Organize and Find Records Easily with Personal Labels Apply your own labels to records to help you organize, track, and find the records you need quickly and easily. Add labels to records related to a region, project, campaign, or anything else that helps keep work organized. Labels that you add to records are separate from labels added to To Do List items. Available in: Developer, Enterprise, Professional, Unlimited editions When you add labels to records, you can quickly view all records with a specific label, as well as the list of labels you've created. Each user creates and manages their own set of labels. When your Salesforce admin adds the My Labels component to record page layouts, you can see the labels you've added to a record. View the list of labels you've created on the Labels home page. On a label's record page, view the list of records with the label assigned. You can add labels to records on these objects. Account Cadence Cadence Step Tracker Call Script Campaign Contact Case Email Template Lead Opportunity Orchestration Work Item Task Custom objects Personal labels added to records are separate from Topics, which other users can see. Each user can create up to 20 labels per object and a total of up to 200 labels. Users can assign each label to up to 500 records. Record labels are separate from To Do List item labels, which are limited to 10 per user. Labels don't count against your organization's data storage limits. The Label object can't be edited with the Object Manager. The page layout for label records also isn't editable. Note Standard user profiles include access to the Label object. If you use custom profiles, to ensure users have access to both record labels and To Do List labels, add access to the Label object. Loading "
4,1,Capture ROI with Campaigns,sales_core_bring_in_leads_leaf,/s/articleView?id=sf.sales_core_bring_in_leads.htm&language=en_US&type=5,sales_core_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,,,,,,,Sales Cloud Basics,Capture ROI with Campaigns,,,,,,,https://help.salesforce.com/s/articleView?id=sf.sales_core_bring_in_leads.htm&language=en_US&type=5,"Capture ROI with Campaigns Organize and track your marketing efforts with Salesforce campaigns. When you align your campaign structure to your business processes and strategies, you can report ongoing marketing performance and ROI across activities and segments. Get to Know Salesforce Campaigns Many cross-functional teams struggle to adequately communicate and hand off important data and resources. Use Salesforce campaigns to bridge the gap between marketing and sales and promote your successes to internal stakeholders. You can define campaign types, organize assets, add members, create campaign hierarchies, and then track and report on campaign performance. Tools like Campaign Influence and Einstein Attribution help attribute success and optimize future campaigns. Set Up Campaigns in Salesforce Salesforce campaigns help you track engagement and report on your marketing efforts. They’re fully customizable to meet your business needs, which means it takes some planning and a few steps to configure the Campaign object to support effective marketing campaigns. Working with Campaigns Salesforce campaign records support your team throughout the campaign lifecycle. Use campaigns to communicate and share resources with coworkers during planning and execution, and then monitor and report on campaign successes. Manage Campaign Members Add members to campaigns and update member statuses to keep your campaigns humming. Campaign Influence Understand how your campaigns are affecting your opportunity pipeline. Connect Account Engagement and Salesforce Campaigns If you’re new to Salesforce and Account Engagement, the Connected Campaigns feature is already partially enabled. Connect campaigns to save time, reduce clutter, and access valuable cross-product features. For example, work with Campaign Influence attribution models, Engagement History, and Einstein Campaign Insights for a complete view of your business. Plus, you can work with prospects and engagement data without leaving Salesforce. Leads Track prospects apart from your contacts and opportunities with Salesforce lead records. After you’ve qualified your lead records, convert them to contacts and create accounts for them (if you don’t already have the accounts in Salesforce). And hopefully, create opportunities to bolster your pipeline. Loading "
5,2,Get to Know Salesforce Campaigns,campaigns_def_leaf,/s/articleView?id=sf.campaigns_def.htm&language=en_US&type=5,sales_core_bring_in_leads_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_def_leaf,,,,,,Sales Cloud Basics,Capture ROI with Campaigns,Get to Know Salesforce Campaigns,,,,,,https://help.salesforce.com/s/articleView?id=sf.campaigns_def.htm&language=en_US&type=5,"Get to Know Salesforce Campaigns Many cross-functional teams struggle to adequately communicate and hand off important data and resources. Use Salesforce campaigns to bridge the gap between marketing and sales and promote your successes to internal stakeholders. You can define campaign types, organize assets, add members, create campaign hierarchies, and then track and report on campaign performance. Tools like Campaign Influence and Einstein Attribution help attribute success and optimize future campaigns. Available in: Salesforce Classic (not available in all orgs) and Lightning Experience Available in: Salesforce Professional, Enterprise, Performance, Unlimited, and Developer Editions By using campaigns, you can: Identify where money goes and where it comes in. Communicate ROI to internal stakeholders. Understand how leads and contacts engage at multiple touchpoints. Make smarter budgeting decisions based on past campaign performance. Get access to Account Engagement engagement data, Einstein AI tools, and more. Tour the Campaigns Object To get familiar with the data in your campaign records, let’s take a tour of the Campaign object. How Campaigns Can Help You can use Salesforce campaigns in a variety of businesses and marketing processes throughout the marketing cycle. Campaigns help organize your marketing plan and assets. Plus, when you set up your campaign records effectively, they contain valuable data that you can use to optimize future efforts. Use Campaigns with Other Clouds For a more comprehensive picture of your marketing-to-sales funnel, you can align Salesforce campaigns to Marketing Cloud Engagement and Account Engagement. Understand Campaign Hierarchy To organize and link individual marketing campaigns together, use parent and child relationships to associate campaigns in a campaign hierarchy. You can think of a hierarchy as a family tree. Metrics from child campaigns roll up to the parent, so you can access data for individual campaigns or in aggregate. You can build a hierarchy to focus on marketing channels, fiscal periods, long-term projects, or any other factor that makes sense for your business. A campaign hierarchy can support up to five levels. Getting Started Worksheet Before you begin creating campaigns, think about your business goals, existing processes, and the tactics that your marketing team uses most. Campaign management is most effective when it aligns with the way your business already works. A Salesforce admin can help customize the tactical components of your campaigns that marketers use every day. Campaign Fields A campaign has the following fields, listed in alphabetical order. Depending on your page layout and field-level security settings, some fields may not be visible or editable. Things to Know About Campaigns Review these considerations before you work with campaigns. Learn more about campaigns, campaign members, and their fields. "
6,3,Tour the Campaigns Object,campaigns_tour_leaf,/s/articleView?id=sf.campaigns_tour.htm&language=en_US&type=5,campaigns_def_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_def_leaf,campaigns_tour_leaf,,,,,Sales Cloud Basics,Capture ROI with Campaigns,Get to Know Salesforce Campaigns,Tour the Campaigns Object,,,,,https://help.salesforce.com/s/articleView?id=sf.campaigns_tour.htm&language=en_US&type=5,"Tour the Campaigns Object To get familiar with the data in your campaign records, let’s take a tour of the Campaign object. Available in: Sales Cloud, Service Cloud, Experience Cloud, and Account Engagement with any Salesforce edition The Campaign object contains all the settings associated with how campaign records appear, the actions that users can take on campaigns, field access, and more. Check out a sample campaign record layout in the video. Play Video (2 min) To customize the layout, related lists, and fields included on campaign records, an admin can access Campaign object settings in Salesforce Setup. From Setup, find Campaigns in the Object Manager, or open a campaign and select Edit Object from the Setup menu. "
7,3,How Campaigns Can Help,campaigns_use_cases_leaf,/s/articleView?id=sf.campaigns_use_cases.htm&language=en_US&type=5,campaigns_def_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_def_leaf,campaigns_use_cases_leaf,,,,,Sales Cloud Basics,Capture ROI with Campaigns,Get to Know Salesforce Campaigns,How Campaigns Can Help,,,,,https://help.salesforce.com/s/articleView?id=sf.campaigns_use_cases.htm&language=en_US&type=5,"How Campaigns Can Help You can use Salesforce campaigns in a variety of businesses and marketing processes throughout the marketing cycle. Campaigns help organize your marketing plan and assets. Plus, when you set up your campaign records effectively, they contain valuable data that you can use to optimize future efforts. Available in: all editions Example One way that Happy Homes LLC generates leads is by sharing white papers for first-time home buyers and aspiring real estate investors. Its marketing manager, Kamal, creates two campaigns: Whitepaper - First Timers and Whitepaper - New Investors, which roll up to the parent campaign Whitepapers. When a buyer enters information in the web-to-lead form on the Happy Homes website, the submission creates a lead record. The lead record can be added as a campaign member with a status of Downloaded. Over time, the two white papers get a lot of traffic. The sales team follows up on the leads while Kamal reviews which audience segment is more engaged. Because he organizes his campaigns by the Campaign Type field, he can also investigate how white papers stack up against emails, webinars, and other marketing efforts. Loading "
8,3,Use Campaigns with Other Clouds,campaigns_use_cases_other_clouds_leaf,/s/articleView?id=sf.campaigns_use_cases_other_clouds.htm&language=en_US&type=5,campaigns_def_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_def_leaf,campaigns_use_cases_other_clouds_leaf,,,,,Sales Cloud Basics,Capture ROI with Campaigns,Get to Know Salesforce Campaigns,Use Campaigns with Other Clouds,,,,,https://help.salesforce.com/s/articleView?id=sf.campaigns_use_cases_other_clouds.htm&language=en_US&type=5,"Use Campaigns with Other Clouds For a more comprehensive picture of your marketing-to-sales funnel, you can align Salesforce campaigns to Marketing Cloud Engagement and Account Engagement. Available in: all editions Salesforce Campaigns + Account Engagement Socks Unlimited supplies socks to a variety of retailers in the United States. The company wants to nurture prospects that they met at a recent trade show in Boston. Marketing manager Priya wants to use Engagement Studio to automate the process. Before Priya builds her engagement program, she creates a Salesforce campaign called Trade Shows. She uses this campaign as a parent campaign and creates child campaigns to track events including NE Trade Show 2021. In Account Engagement, she builds an engagement program that sends a series of emails, forms, and event invitations. When Engagement Studio sends an email, the prospect is added as a campaign member to NE Trade Show 2021 with a Sent status. Other actions update the custom campaign member status each time the prospect interacts with another asset. Another action scores prospects as they move through the program. When a prospect’s score is good enough to be considered marketing qualified, the prospect is assigned to a Socks Unlimited sales rep. Then, tracking continues into the sales funnel. When it comes time to report her progress, Priya can use Engagement Studio reporting together with Salesforce campaign reports to identify where the trade show prospects are responding best. The rollup metrics in the hierarchy that she created can also tell her whether the Boston trade show yielded more engagement than other events that her team attended. Salesforce Campaigns and Marketing Cloud Engagement Floor manager Don just learned that his car dealership is finally getting more inventory of the newest hatchback that people come in asking about. He wants to set up his sales reps for success. They need high-quality, branded content so that they can follow up with folks who expressed interest. He calls Liliana in corporate marketing and finds out that she’s already a step ahead. A while back, Liliana used Distributed Marketing tools to create a personalized customer journey in Marketing Cloud Engagement and connected it to a Sales Cloud campaign. She gives Don the name of the campaign, which he can share with his reps. Now anyone with access to the Sales Cloud campaign can add a campaign member and customize the email content from Liliana’s marketing journey. Don’s potential customers get great looking content from his sales reps, and Liliana can track the journey metrics and campaign performance from corporate. Connect Salesforce campaigns to Account Engagement with Connected Campaigns . Connect Salesforce campaigns to Marketing Cloud Engagement with Distributed Marketing . "
9,3,Understand Campaign Hierarchy,campaigns_hierarchy_leaf,/s/articleView?id=sf.campaigns_hierarchy.htm&language=en_US&type=5,campaigns_def_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_def_leaf,campaigns_hierarchy_leaf,,,,,Sales Cloud Basics,Capture ROI with Campaigns,Get to Know Salesforce Campaigns,Understand Campaign Hierarchy,,,,,https://help.salesforce.com/s/articleView?id=sf.campaigns_hierarchy.htm&language=en_US&type=5,"Understand Campaign Hierarchy To organize and link individual marketing campaigns together, use parent and child relationships to associate campaigns in a campaign hierarchy. You can think of a hierarchy as a family tree. Metrics from child campaigns roll up to the parent, so you can access data for individual campaigns or in aggregate. You can build a hierarchy to focus on marketing channels, fiscal periods, long-term projects, or any other factor that makes sense for your business. A campaign hierarchy can support up to five levels. and User Permissions Available in: Salesforce Classic (not available in all orgs) and Lightning Experience Available in: Salesforce Professional, Enterprise, Performance, Unlimited, and Developer Editions User Permissions Needed To view campaigns: Read on campaigns To view campaign hierarchies: Read on campaigns To add, edit, or delete hierarchy columns: Modify All Data Before users can create a hierarchy, an admin adds the Parent Campaign field to campaign records. To build a tree of campaigns, a user enters the name of the campaign into the Parent Campaign field and repeats the process to create family units. A campaign hierarchy can support only one currency in its child campaigns. A parent campaign’s statistics include aggregate values based on all its child campaigns, regardless of the current user’s sharing settings. To limit what’s shown to users, an admin can hide fields from the Campaign Hierarchy related list. A user without access to a particular campaign can’t access its detail page from the Campaign Hierarchy related list. All fields and values remain available in reports, even if items have been hidden on campaign records. See Also Allow Users to Create Campaign Hierarchies Create a Campaign Hierarchy Loading "
